cod_dsei,Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
32,XINGU,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,12,
32,XINGU,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,20,
32,XINGU,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,10,
32,XINGU,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,21,
32,XINGU,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,20,
32,XINGU,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,15,
32,XINGU,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,21,
32,XINGU,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,19,
32,XINGU,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,17,
32,XINGU,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,11,
32,XINGU,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,19,
32,XINGU,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,15,
32,XINGU,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,14,
32,XINGU,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,10,
32,XINGU,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,8,
32,XINGU,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,18,
32,XINGU,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,4,
32,XINGU,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,5,
32,XINGU,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,2,
32,XINGU,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,9,
32,XINGU,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,6,
32,XINGU,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,2,
32,XINGU,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,2,
32,XINGU,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,1,
32,XINGU,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,2,
32,XINGU,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,3,
32,XINGU,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,1,
32,XINGU,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,1,
32,XINGU,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,1,
32,XINGU,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,1,
32,XINGU,2019,Total,Ambos os sexos,98,Estimado em dados da saúde indígena,Provisório,2020,1,
33,YANOMAMI,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,937,
33,YANOMAMI,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,1359,
33,YANOMAMI,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,1136,
33,YANOMAMI,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,1001,
33,YANOMAMI,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,1175,
33,YANOMAMI,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,1085,
33,YANOMAMI,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,898,
33,YANOMAMI,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,946,
33,YANOMAMI,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,903,
33,YANOMAMI,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,804,
33,YANOMAMI,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,882,
33,YANOMAMI,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,856,
33,YANOMAMI,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,704,
33,YANOMAMI,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,749,
33,YANOMAMI,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,729,
33,YANOMAMI,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,701,
33,YANOMAMI,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,705,
33,YANOMAMI,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,640,
33,YANOMAMI,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,626,
33,YANOMAMI,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,599,
33,YANOMAMI,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,509,
33,YANOMAMI,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,433,
33,YANOMAMI,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,424,
33,YANOMAMI,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,439,
33,YANOMAMI,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,354,
33,YANOMAMI,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,353,
33,YANOMAMI,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,368,
33,YANOMAMI,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,316,
33,YANOMAMI,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,315,
33,YANOMAMI,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,282,
33,YANOMAMI,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,273,
33,YANOMAMI,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,276,
33,YANOMAMI,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,256,
33,YANOMAMI,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,270,
33,YANOMAMI,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,265,
33,YANOMAMI,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,327,
33,YANOMAMI,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,268,
33,YANOMAMI,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,234,
33,YANOMAMI,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,218,
33,YANOMAMI,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,231,
33,YANOMAMI,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,203,
33,YANOMAMI,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,222,
33,YANOMAMI,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,189,
33,YANOMAMI,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,172,
33,YANOMAMI,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,216,
33,YANOMAMI,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,169,
33,YANOMAMI,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,159,
33,YANOMAMI,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,171,
33,YANOMAMI,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,148,
33,YANOMAMI,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,150,
33,YANOMAMI,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,152,
33,YANOMAMI,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,120,
33,YANOMAMI,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,107,
33,YANOMAMI,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,136,
33,YANOMAMI,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,139,
33,YANOMAMI,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,117,
33,YANOMAMI,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,86,
33,YANOMAMI,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,86,
33,YANOMAMI,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,95,
33,YANOMAMI,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,96,
33,YANOMAMI,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,102,
33,YANOMAMI,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,77,
33,YANOMAMI,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,89,
33,YANOMAMI,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,82,
33,YANOMAMI,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,79,
33,YANOMAMI,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,70,
33,YANOMAMI,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,55,
33,YANOMAMI,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,60,
33,YANOMAMI,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,57,
33,YANOMAMI,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,66,
33,YANOMAMI,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,49,
33,YANOMAMI,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,38,
33,YANOMAMI,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,26,
33,YANOMAMI,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,48,
33,YANOMAMI,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,45,
33,YANOMAMI,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,38,
33,YANOMAMI,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,20,
33,YANOMAMI,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,36,
33,YANOMAMI,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,37,
33,YANOMAMI,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,30,
33,YANOMAMI,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,34,
33,YANOMAMI,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,15,
33,YANOMAMI,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,10,
33,YANOMAMI,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,11,
33,YANOMAMI,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,18,
33,YANOMAMI,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,9,
33,YANOMAMI,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,5,
33,YANOMAMI,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,9,
33,YANOMAMI,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,6,
33,YANOMAMI,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,6,
33,YANOMAMI,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,2,
33,YANOMAMI,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,2,
33,YANOMAMI,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,1,
33,YANOMAMI,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,2,
33,YANOMAMI,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,2,
33,YANOMAMI,2019,Total,Ambos os sexos,105,Estimado em dados da saúde indígena,Provisório,2020,1,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,139,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,196,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,177,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,185,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,171,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,182,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,156,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,177,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,164,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,159,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,135,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,145,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,124,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,128,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,135,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,109,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,131,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,106,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,112,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,121,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,92,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,98,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,99,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,99,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,84,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,86,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,86,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,62,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,69,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,56,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,69,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,55,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,67,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,43,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,54,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,67,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,50,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,53,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,42,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,45,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,49,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,34,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,52,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,31,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,28,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,19,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,21,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,27,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,27,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,18,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,15,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,15,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,17,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,17,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,17,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,22,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,11,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,11,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,10,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,15,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,12,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,13,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,11,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,8,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,12,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,20,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,12,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,6,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,9,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,13,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,11,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,5,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,5,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,7,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,9,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,4,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,7,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,3,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,3,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,16,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,5,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,3,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,3,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,1,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,2,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,3,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,4,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,1,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,2,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,1,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,1,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,1,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,1,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,2,
34,KAIAPÓ DO MATO GROSSO,2019,Total,Ambos os sexos,99,Estimado em dados da saúde indígena,Provisório,2020,3,
35,LITORAL SUL,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,245,
35,LITORAL SUL,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,330,
35,LITORAL SUL,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,330,
35,LITORAL SUL,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,340,
35,LITORAL SUL,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,328,
35,LITORAL SUL,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,329,
35,LITORAL SUL,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,313,
35,LITORAL SUL,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,288,
35,LITORAL SUL,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,348,
35,LITORAL SUL,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,302,
35,LITORAL SUL,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,309,
35,LITORAL SUL,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,288,
35,LITORAL SUL,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,308,
35,LITORAL SUL,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,295,
35,LITORAL SUL,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,321,
35,LITORAL SUL,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,303,
35,LITORAL SUL,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,301,
35,LITORAL SUL,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,306,
35,LITORAL SUL,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,290,
35,LITORAL SUL,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,293,
35,LITORAL SUL,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,294,
35,LITORAL SUL,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,259,
